,time,avg_temp,min_temp,max_temp,precipitation,location,precipitation_rounded
3796,26-07-2010,22.5,19.5,26.6,0.0,Bangalore,0.0
3797,27-07-2010,22.2,19.5,27.2,0.0,Bangalore,0.0
3798,28-07-2010,21.6,20.5,25.6,4.1,Bangalore,0.0
3799,29-07-2010,21.5,20.1,26.6,10.9,Bangalore,10.0
3800,31-07-2010,22.5,19.6,27.4,0.8,Bangalore,0.0
3801,01-08-2010,23.2,20.1,27.1,0.0,Bangalore,0.0
3802,13-08-2010,23.8,21.1,28.2,3.0,Bangalore,0.0
3803,14-08-2010,24.5,21.1,28.0,0.3,Bangalore,0.0
3804,16-08-2010,23.7,21.2,27.8,0.0,Bangalore,0.0
3805,18-08-2010,23.7,19.9,27.2,10.9,Bangalore,10.0
3806,19-08-2010,24.5,20.5,27.9,0.0,Bangalore,0.0
3807,24-08-2010,23.1,20.0,26.8,10.9,Bangalore,10.0
3808,25-08-2010,21.3,20.2,23.1,20.1,Bangalore,20.0
3809,26-08-2010,21.4,19.8,25.1,6.1,Bangalore,10.0
3810,27-08-2010,22.8,19.9,27.2,22.1,Bangalore,20.0
3811,28-08-2010,23.2,20.4,28.1,2.0,Bangalore,0.0
3812,29-08-2010,23.1,21.0,27.1,0.0,Bangalore,0.0
3813,31-08-2010,21.7,18.8,26.4,9.9,Bangalore,10.0
3814,01-09-2010,23.2,18.7,28.2,0.0,Bangalore,0.0
3815,08-09-2010,22.6,20.3,25.5,0.3,Bangalore,0.0
3816,10-09-2010,23.0,19.8,28.4,14.0,Bangalore,10.0
3817,11-09-2010,22.5,19.7,25.3,8.9,Bangalore,10.0
3818,12-09-2010,23.3,20.4,27.1,3.0,Bangalore,0.0
3819,13-09-2010,23.2,20.9,27.8,2.0,Bangalore,0.0
3820,14-09-2010,22.8,20.1,26.3,0.5,Bangalore,0.0
3821,15-09-2010,22.8,19.9,26.5,26.9,Bangalore,30.0
3822,16-09-2010,22.8,19.1,26.5,0.0,Bangalore,0.0
3823,17-09-2010,22.8,19.6,27.3,2.0,Bangalore,0.0
3824,18-09-2010,23.2,18.8,25.8,5.1,Bangalore,10.0
3825,19-09-2010,24.3,19.8,28.0,0.0,Bangalore,0.0
3826,21-09-2010,25.2,22.1,29.8,0.5,Bangalore,0.0
3827,22-09-2010,24.9,21.5,29.5,0.0,Bangalore,0.0
3828,23-09-2010,27.0,22.4,31.8,0.0,Bangalore,0.0
3829,26-09-2010,23.9,20.5,29.5,1.0,Bangalore,0.0
3830,27-09-2010,23.3,21.6,27.0,6.1,Bangalore,10.0
3831,28-09-2010,24.0,20.8,29.2,3.0,Bangalore,0.0
3832,29-09-2010,24.9,20.9,30.0,0.0,Bangalore,0.0
3833,30-09-2010,25.1,20.6,30.2,0.3,Bangalore,0.0
3834,01-10-2010,25.0,21.5,30.4,0.5,Bangalore,0.0
3835,02-10-2010,24.2,21.2,29.5,0.0,Bangalore,0.0
3836,03-10-2010,24.0,21.4,29.5,0.8,Bangalore,0.0
3837,04-10-2010,23.4,20.7,28.6,13.0,Bangalore,10.0
3838,05-10-2010,23.5,20.5,30.1,26.9,Bangalore,30.0
3839,07-10-2010,23.2,19.7,27.6,26.9,Bangalore,30.0
3840,08-10-2010,24.2,20.8,29.0,0.3,Bangalore,0.0
3841,11-10-2010,23.9,20.0,29.4,17.0,Bangalore,20.0
3842,12-10-2010,23.9,20.3,28.8,0.0,Bangalore,0.0
3843,13-10-2010,24.0,20.2,27.6,0.3,Bangalore,0.0
3844,15-10-2010,22.3,19.2,27.0,35.1,Bangalore,40.0
3845,16-10-2010,22.4,19.0,28.2,0.3,Bangalore,0.0
3846,17-10-2010,22.2,18.4,27.5,4.1,Bangalore,0.0
3847,18-10-2010,23.3,19.2,28.6,0.0,Bangalore,0.0
3848,22-10-2010,22.9,20.9,27.9,0.0,Bangalore,0.0
3849,28-10-2010,23.6,20.0,29.1,0.8,Bangalore,0.0
3850,29-10-2010,22.9,20.1,27.1,0.0,Bangalore,0.0
3851,02-11-2010,21.8,19.5,26.5,27.9,Bangalore,30.0
3852,03-11-2010,21.6,19.7,25.1,0.5,Bangalore,0.0
3853,04-11-2010,22.6,20.0,27.5,0.0,Bangalore,0.0
3854,05-11-2010,23.1,19.5,28.4,11.9,Bangalore,10.0
3855,07-11-2010,18.4,18.1,19.8,0.0,Bangalore,0.0
3856,08-11-2010,20.1,17.9,22.8,63.0,Bangalore,60.0
3857,09-11-2010,22.4,19.3,26.8,1.0,Bangalore,0.0
3858,10-11-2010,23.3,19.8,28.6,0.8,Bangalore,0.0
3859,12-11-2010,23.3,19.2,28.3,1.0,Bangalore,0.0
3860,13-11-2010,23.9,20.7,29.2,0.0,Bangalore,0.0
3861,17-11-2010,21.3,20.1,23.5,13.0,Bangalore,10.0
3862,18-11-2010,21.1,19.3,25.2,1.0,Bangalore,0.0
3863,19-11-2010,21.6,18.7,26.5,17.0,Bangalore,20.0
3864,25-11-2010,21.9,18.6,25.3,0.0,Bangalore,0.0
3865,27-11-2010,20.9,18.7,24.0,1.0,Bangalore,0.0
3866,28-11-2010,22.5,18.7,26.2,0.0,Bangalore,0.0
3867,11-12-2010,22.4,19.5,28.7,0.3,Bangalore,0.0
3868,12-12-2010,22.3,18.7,27.4,0.0,Bangalore,0.0
3869,15-12-2010,22.1,19.3,28.7,0.0,Bangalore,0.0
3870,21-12-2010,20.7,15.5,27.0,0.5,Bangalore,0.0
3871,22-12-2010,20.6,14.5,29.9,0.0,Bangalore,0.0
3872,22-02-2011,21.8,19.4,31.3,23.1,Bangalore,20.0
3873,23-02-2011,22.6,18.1,28.5,0.0,Bangalore,0.0
3874,21-04-2011,24.2,20.4,32.7,0.0,Bangalore,0.0
3875,22-04-2011,22.5,20.3,31.7,23.9,Bangalore,20.0
3876,23-04-2011,22.1,19.1,30.2,103.9,Bangalore,100.0
3877,24-04-2011,24.0,19.9,30.4,57.9,Bangalore,60.0
3878,25-04-2011,25.0,20.3,30.8,0.0,Bangalore,0.0
3879,01-05-2011,25.5,21.0,32.5,0.0,Bangalore,0.0
3880,04-05-2011,26.4,20.8,33.4,0.5,Bangalore,0.0
3881,05-05-2011,28.1,23.0,34.7,0.0,Bangalore,0.0
3882,11-05-2011,25.4,21.1,32.8,0.8,Bangalore,0.0
3883,12-05-2011,25.0,21.8,32.2,0.0,Bangalore,0.0
3884,13-05-2011,24.7,22.4,32.3,1.0,Bangalore,0.0
3885,14-05-2011,25.5,21.8,32.7,25.9,Bangalore,30.0
3886,15-05-2011,26.7,22.4,33.5,1.0,Bangalore,0.0
3887,16-05-2011,27.0,21.7,34.4,0.0,Bangalore,0.0
3888,20-05-2011,25.1,19.3,32.0,3.0,Bangalore,0.0
3889,21-05-2011,26.2,22.0,31.6,0.0,Bangalore,0.0
3890,25-05-2011,23.9,20.5,32.9,19.1,Bangalore,20.0
3891,26-05-2011,25.5,20.7,31.4,15.0,Bangalore,20.0
3892,27-05-2011,24.8,20.8,31.2,7.1,Bangalore,10.0
3893,28-05-2011,25.7,21.7,31.2,0.0,Bangalore,0.0
3894,31-05-2011,26.1,19.7,32.4,45.0,Bangalore,40.0
3895,02-06-2011,23.4,21.0,30.7,6.1,Bangalore,10.0
3896,03-06-2011,23.4,20.6,27.9,0.5,Bangalore,0.0
3897,04-06-2011,23.8,21.1,29.4,0.3,Bangalore,0.0
3898,05-06-2011,23.9,21.5,29.4,5.1,Bangalore,10.0
3899,06-06-2011,23.2,21.4,28.7,0.0,Bangalore,0.0
3900,07-06-2011,23.8,20.5,28.5,6.1,Bangalore,10.0
3901,08-06-2011,23.7,20.8,29.0,0.0,Bangalore,0.0
3902,15-06-2011,22.5,19.2,28.3,0.0,Bangalore,0.0
3903,16-06-2011,23.9,20.1,28.9,0.0,Bangalore,0.0
3904,18-06-2011,24.2,20.3,29.7,0.0,Bangalore,0.0
3905,19-06-2011,24.1,19.9,29.7,0.0,Bangalore,0.0
3906,20-06-2011,24.3,19.5,29.8,0.0,Bangalore,0.0
3907,02-07-2011,21.8,19.7,29.9,5.1,Bangalore,10.0
3908,03-07-2011,23.7,19.6,28.7,9.9,Bangalore,10.0
3909,04-07-2011,22.8,20.2,28.8,0.0,Bangalore,0.0
3910,05-07-2011,23.0,20.1,28.8,5.1,Bangalore,10.0
3911,07-07-2011,22.9,18.9,27.4,9.9,Bangalore,10.0
3912,08-07-2011,24.1,19.9,29.9,0.0,Bangalore,0.0
3913,09-07-2011,24.6,20.4,30.0,0.0,Bangalore,0.0
3914,10-07-2011,24.0,20.1,30.0,1.0,Bangalore,0.0
3915,11-07-2011,23.7,20.4,28.7,6.1,Bangalore,10.0
3916,12-07-2011,23.4,20.7,28.5,0.0,Bangalore,0.0
3917,13-07-2011,22.5,19.9,28.4,0.3,Bangalore,0.0
3918,14-07-2011,21.9,20.1,26.7,0.0,Bangalore,0.0
3919,15-07-2011,22.8,19.6,28.0,5.1,Bangalore,10.0
3920,16-07-2011,22.0,20.2,28.0,0.5,Bangalore,0.0
3921,17-07-2011,22.5,20.1,27.0,9.9,Bangalore,10.0
3922,18-07-2011,22.8,19.8,28.1,0.0,Bangalore,0.0
3923,19-07-2011,23.4,20.6,28.1,0.0,Bangalore,0.0
3924,20-07-2011,23.6,20.5,28.6,0.0,Bangalore,0.0
3925,22-07-2011,23.1,20.0,28.3,0.0,Bangalore,0.0
3926,23-07-2011,23.3,20.4,28.3,0.0,Bangalore,0.0
3927,27-07-2011,23.0,19.1,29.2,7.1,Bangalore,10.0
3928,28-07-2011,22.7,19.7,28.3,0.0,Bangalore,0.0
3929,29-07-2011,23.1,20.2,28.3,8.9,Bangalore,10.0
3930,30-07-2011,22.6,20.4,27.9,0.0,Bangalore,0.0
3931,31-07-2011,22.5,20.2,26.8,0.8,Bangalore,0.0
3932,01-08-2011,23.4,19.8,28.5,1.0,Bangalore,0.0
3933,02-08-2011,22.1,20.6,28.5,0.0,Bangalore,0.0
3934,03-08-2011,21.8,19.8,27.3,4.1,Bangalore,0.0
3935,04-08-2011,22.8,19.2,28.4,7.1,Bangalore,10.0
3936,05-08-2011,22.4,20.5,29.2,0.3,Bangalore,0.0
3937,06-08-2011,22.3,20.0,29.2,23.9,Bangalore,20.0
3938,07-08-2011,22.1,20.3,27.3,20.1,Bangalore,20.0
3939,08-08-2011,22.8,20.5,27.9,4.1,Bangalore,0.0
3940,09-08-2011,23.5,20.2,28.2,21.1,Bangalore,20.0
3941,10-08-2011,23.6,20.6,28.8,0.0,Bangalore,0.0
3942,11-08-2011,23.7,20.3,28.9,0.0,Bangalore,0.0
3943,12-08-2011,22.7,20.0,28.9,20.1,Bangalore,20.0
3944,13-08-2011,23.4,20.2,28.5,3.0,Bangalore,0.0
3945,14-08-2011,23.6,19.9,28.5,0.0,Bangalore,0.0
3946,16-08-2011,22.3,19.9,30.2,74.9,Bangalore,70.0
3947,17-08-2011,23.0,20.4,28.1,37.1,Bangalore,40.0
3948,18-08-2011,21.7,20.9,27.1,9.9,Bangalore,10.0
3949,19-08-2011,22.0,19.6,25.8,5.1,Bangalore,10.0
3950,20-08-2011,22.9,20.0,27.6,0.0,Bangalore,0.0
3951,21-08-2011,22.3,20.3,27.6,17.0,Bangalore,20.0
3952,22-08-2011,23.6,20.4,28.7,5.1,Bangalore,10.0
3953,23-08-2011,23.1,20.6,28.7,0.0,Bangalore,0.0
3954,24-08-2011,22.7,20.1,28.3,14.0,Bangalore,10.0
3955,25-08-2011,23.2,20.4,27.5,5.1,Bangalore,10.0
3956,26-08-2011,23.7,20.5,28.5,0.5,Bangalore,0.0
3957,27-08-2011,22.5,20.5,28.5,0.0,Bangalore,0.0
3958,28-08-2011,23.1,19.7,28.2,0.5,Bangalore,0.0
3959,29-08-2011,21.6,19.6,28.2,0.0,Bangalore,0.0
3960,30-08-2011,22.4,19.7,28.0,2.0,Bangalore,0.0
3961,31-08-2011,22.3,19.8,28.0,0.8,Bangalore,0.0
3962,01-09-2011,22.1,20.3,27.1,0.0,Bangalore,0.0
3963,02-09-2011,22.6,20.1,27.6,5.1,Bangalore,10.0
3964,03-09-2011,22.6,19.8,27.6,5.1,Bangalore,10.0
3965,04-09-2011,23.7,20.3,28.6,0.0,Bangalore,0.0
3966,06-09-2011,23.3,20.0,28.3,0.0,Bangalore,0.0
3967,08-09-2011,23.1,19.8,27.8,0.0,Bangalore,0.0
3968,09-09-2011,23.4,20.4,28.5,7.1,Bangalore,10.0
3969,10-09-2011,23.6,20.4,29.2,3.0,Bangalore,0.0
3970,11-09-2011,23.5,20.3,29.5,2.0,Bangalore,0.0
3971,12-09-2011,22.8,20.2,29.5,5.1,Bangalore,10.0
3972,13-09-2011,23.2,20.3,28.8,15.0,Bangalore,20.0
3973,14-09-2011,22.4,20.2,28.2,0.3,Bangalore,0.0
3974,15-09-2011,22.1,20.0,27.8,0.0,Bangalore,0.0
3975,16-09-2011,23.2,20.2,28.0,9.9,Bangalore,10.0
3976,17-09-2011,23.7,20.1,28.3,0.0,Bangalore,0.0
3977,20-09-2011,22.5,19.7,28.7,57.9,Bangalore,60.0
3978,21-09-2011,22.9,19.2,27.5,0.0,Bangalore,0.0
3979,01-10-2011,22.5,19.7,30.0,38.1,Bangalore,40.0
3980,02-10-2011,22.7,20.1,29.2,24.9,Bangalore,20.0
3981,03-10-2011,22.9,20.2,29.2,2.0,Bangalore,0.0
3982,04-10-2011,23.2,19.9,29.4,3.0,Bangalore,0.0
3983,05-10-2011,24.4,17.1,31.0,0.0,Bangalore,0.0
3984,12-10-2011,23.6,20.6,28.7,2.0,Bangalore,0.0
3985,13-10-2011,23.1,20.6,28.7,0.0,Bangalore,0.0
3986,14-10-2011,24.1,20.4,28.2,0.5,Bangalore,0.0
3987,15-10-2011,24.4,21.5,30.3,0.0,Bangalore,0.0
3988,04-11-2011,22.1,20.4,27.2,1.0,Bangalore,0.0
3989,05-11-2011,21.9,20.1,27.2,11.9,Bangalore,10.0
3990,06-11-2011,23.3,20.0,28.2,7.9,Bangalore,10.0
3991,07-11-2011,22.6,17.7,29.0,0.0,Bangalore,0.0
3992,19-11-2011,21.8,15.9,29.2,0.0,Bangalore,0.0
3993,26-11-2011,20.8,19.3,24.0,6.1,Bangalore,10.0
3994,27-11-2011,21.0,19.5,23.4,5.1,Bangalore,10.0
3995,28-11-2011,21.6,19.9,24.8,0.8,Bangalore,0.0
3996,29-11-2011,21.8,20.0,25.0,0.0,Bangalore,0.0
3997,10-12-2011,23.6,19.8,29.8,0.0,Bangalore,0.0
3998,30-12-2011,19.3,17.9,28.3,0.0,Bangalore,0.0
3999,31-12-2011,19.3,16.3,22.6,7.1,Bangalore,10.0
4000,01-01-2012,22.1,16.7,28.5,0.0,Bangalore,0.0
4001,12-01-2012,22.4,17.9,29.8,0.3,Bangalore,0.0
4002,13-01-2012,21.4,17.4,28.2,0.0,Bangalore,0.0
4003,16-03-2012,27.0,20.9,33.9,0.0,Bangalore,0.0
4004,31-03-2012,27.2,19.7,35.2,0.8,Bangalore,0.0
4005,01-04-2012,26.7,21.2,35.0,0.0,Bangalore,0.0
4006,18-04-2012,27.2,22.9,35.8,0.0,Bangalore,0.0
4007,19-04-2012,28.3,20.7,35.8,1.0,Bangalore,0.0
4008,20-04-2012,29.1,23.4,35.9,0.0,Bangalore,0.0
4009,26-04-2012,25.8,20.9,32.4,8.9,Bangalore,10.0
4010,27-04-2012,25.5,20.9,32.7,0.0,Bangalore,0.0
4011,28-04-2012,25.9,21.8,32.7,3.0,Bangalore,0.0
4012,29-04-2012,26.6,22.3,34.0,0.0,Bangalore,0.0
4013,30-04-2012,25.7,23.0,34.0,0.5,Bangalore,0.0
4014,01-05-2012,26.1,21.9,33.4,0.0,Bangalore,0.0
4015,02-05-2012,26.6,20.4,33.4,10.9,Bangalore,10.0
4016,03-05-2012,28.1,23.2,34.2,0.0,Bangalore,0.0
4017,10-05-2012,24.9,21.3,33.0,3.0,Bangalore,0.0
4018,11-05-2012,25.4,21.1,31.7,0.0,Bangalore,0.0
4019,12-05-2012,24.1,19.0,31.6,0.3,Bangalore,0.0
4020,13-05-2012,25.4,20.1,31.0,40.9,Bangalore,40.0
4021,14-05-2012,24.8,22.4,31.0,0.0,Bangalore,0.0
4022,15-05-2012,24.1,20.9,33.5,3.0,Bangalore,0.0
4023,16-05-2012,25.4,19.5,33.5,49.0,Bangalore,50.0
4024,17-05-2012,26.9,22.8,32.5,0.0,Bangalore,0.0
4025,27-05-2012,27.4,22.0,33.9,4.1,Bangalore,0.0
4026,28-05-2012,27.6,22.3,33.9,0.0,Bangalore,0.0
4027,18-06-2012,22.2,20.9,28.5,0.0,Bangalore,0.0
4028,19-06-2012,23.8,20.1,28.4,0.0,Bangalore,0.0
4029,28-06-2012,24.5,20.7,31.2,0.0,Bangalore,0.0
4030,29-06-2012,24.2,20.4,30.4,0.5,Bangalore,0.0
4031,30-06-2012,24.9,20.6,31.4,0.0,Bangalore,0.0
4032,10-07-2012,24.1,21.4,31.0,0.5,Bangalore,0.0
4033,11-07-2012,24.6,20.3,30.6,0.0,Bangalore,0.0
4034,13-07-2012,25.1,21.4,31.2,0.0,Bangalore,0.0
4035,14-07-2012,24.4,21.2,31.2,7.1,Bangalore,10.0
4036,16-07-2012,22.5,20.1,27.3,13.0,Bangalore,10.0
4037,17-07-2012,23.6,20.9,29.6,1.0,Bangalore,0.0
4038,18-07-2012,22.6,19.9,29.6,21.1,Bangalore,20.0
4039,19-07-2012,23.6,20.0,26.9,0.0,Bangalore,0.0
4040,20-07-2012,22.5,19.7,27.0,0.0,Bangalore,0.0
4041,21-07-2012,22.1,20.0,27.0,0.0,Bangalore,0.0
4042,22-07-2012,23.2,20.1,27.4,1.0,Bangalore,0.0
4043,23-07-2012,23.6,20.6,28.6,2.0,Bangalore,0.0
4044,24-07-2012,24.1,20.1,30.0,0.0,Bangalore,0.0
4045,30-07-2012,23.7,19.3,29.7,0.0,Bangalore,0.0
4046,06-08-2012,22.2,20.8,29.4,7.1,Bangalore,10.0
4047,07-08-2012,23.0,20.5,27.3,14.0,Bangalore,10.0
4048,08-08-2012,23.7,20.5,28.5,0.8,Bangalore,0.0
4049,09-08-2012,22.3,20.9,28.5,0.0,Bangalore,0.0
4050,10-08-2012,22.7,20.3,27.4,0.0,Bangalore,0.0
4051,11-08-2012,22.9,20.4,27.3,0.0,Bangalore,0.0
4052,12-08-2012,23.1,20.9,27.6,0.0,Bangalore,0.0
4053,13-08-2012,23.4,20.4,29.6,0.0,Bangalore,0.0
4054,14-08-2012,24.7,20.2,30.5,14.0,Bangalore,10.0
4055,15-08-2012,24.9,20.7,31.0,0.0,Bangalore,0.0
4056,22-08-2012,24.1,20.4,30.9,2.0,Bangalore,0.0
4057,23-08-2012,24.5,19.9,32.4,0.0,Bangalore,0.0
4058,24-08-2012,24.3,19.8,32.4,58.9,Bangalore,60.0
4059,26-08-2012,21.3,19.7,28.4,57.9,Bangalore,60.0
4060,27-08-2012,21.3,19.5,25.2,0.0,Bangalore,0.0
4061,28-08-2012,22.2,19.7,26.6,23.1,Bangalore,20.0
4062,29-08-2012,22.6,20.2,27.4,0.0,Bangalore,0.0
4063,30-08-2012,22.2,20.1,27.4,1.0,Bangalore,0.0
4064,31-08-2012,22.2,19.6,27.8,0.0,Bangalore,0.0
4065,01-09-2012,22.7,20.0,27.8,2.0,Bangalore,0.0
4066,02-09-2012,24.0,20.0,29.0,0.0,Bangalore,0.0
4067,04-09-2012,22.8,20.4,26.9,0.0,Bangalore,0.0
4068,05-09-2012,23.6,19.9,28.3,0.8,Bangalore,0.0
4069,06-09-2012,23.8,20.3,28.9,0.0,Bangalore,0.0
4070,09-09-2012,23.1,20.4,27.2,0.0,Bangalore,0.0
4071,10-09-2012,23.3,19.6,28.0,1.0,Bangalore,0.0
4072,11-09-2012,23.4,20.0,28.6,0.0,Bangalore,0.0
4073,14-09-2012,24.3,19.9,29.7,40.9,Bangalore,40.0
4074,15-09-2012,23.1,19.9,29.3,0.0,Bangalore,0.0
4075,18-09-2012,23.2,19.6,29.8,0.0,Bangalore,0.0
4076,19-09-2012,25.1,20.3,30.4,0.0,Bangalore,0.0
4077,29-09-2012,24.1,20.0,28.8,5.1,Bangalore,10.0
4078,30-09-2012,22.9,20.9,28.8,3.0,Bangalore,0.0
4079,01-10-2012,23.4,21.0,26.8,3.0,Bangalore,0.0
4080,02-10-2012,23.5,19.9,28.7,0.0,Bangalore,0.0
4081,14-10-2012,22.6,20.9,31.0,0.3,Bangalore,0.0
4082,15-10-2012,22.4,19.5,29.5,26.9,Bangalore,30.0
4083,16-10-2012,22.6,19.3,28.0,1.0,Bangalore,0.0
4084,17-10-2012,23.4,18.5,29.0,1.0,Bangalore,0.0
4085,18-10-2012,23.8,18.6,29.2,0.0,Bangalore,0.0
4086,19-10-2012,22.1,20.0,29.0,0.0,Bangalore,0.0
4087,20-10-2012,21.4,19.9,27.5,5.1,Bangalore,10.0
4088,21-10-2012,21.6,20.0,26.3,3.0,Bangalore,0.0
4089,22-10-2012,22.4,18.9,27.2,2.0,Bangalore,0.0
4090,23-10-2012,22.6,18.5,27.3,0.0,Bangalore,0.0
4091,24-10-2012,23.2,20.2,27.3,0.0,Bangalore,0.0
4092,25-10-2012,23.6,19.9,28.7,0.0,Bangalore,0.0
4093,31-10-2012,18.8,18.1,25.3,3.0,Bangalore,0.0
4094,01-11-2012,19.2,18.6,20.0,81.0,Bangalore,80.0
4095,02-11-2012,21.7,19.0,26.0,9.9,Bangalore,10.0
4096,03-11-2012,21.5,19.4,26.7,1.0,Bangalore,0.0
4097,04-11-2012,23.2,18.5,29.0,6.1,Bangalore,10.0
4098,05-11-2012,23.7,20.6,29.6,0.0,Bangalore,0.0
4099,06-11-2012,23.3,20.3,29.6,0.8,Bangalore,0.0
4100,07-11-2012,22.8,18.3,29.3,0.0,Bangalore,0.0
4101,04-12-2012,20.8,18.9,27.9,0.5,Bangalore,0.0
4102,05-12-2012,22.2,19.4,27.0,23.9,Bangalore,20.0
4103,06-12-2012,21.5,18.9,27.0,0.8,Bangalore,0.0
4104,07-12-2012,22.2,17.1,28.6,0.0,Bangalore,0.0
4105,30-12-2012,22.7,19.5,28.0,2.0,Bangalore,0.0
4106,31-12-2012,23.3,20.2,28.6,0.0,Bangalore,0.0
4107,15-02-2013,24.3,20.2,31.4,0.0,Bangalore,0.0
4108,16-02-2013,24.8,20.7,31.4,0.0,Bangalore,0.0
4109,17-02-2013,25.1,19.9,31.4,2.0,Bangalore,0.0
4110,18-02-2013,25.3,21.3,31.8,0.0,Bangalore,0.0
4111,06-03-2013,23.5,21.0,32.7,0.0,Bangalore,0.0
4112,07-03-2013,24.0,21.0,30.4,0.0,Bangalore,0.0
4113,08-03-2013,25.4,18.9,32.0,0.5,Bangalore,0.0
4114,09-03-2013,25.8,20.3,34.1,0.0,Bangalore,0.0
4115,01-04-2013,27.2,20.7,36.5,11.9,Bangalore,10.0
4116,02-04-2013,26.9,22.9,34.9,0.0,Bangalore,0.0
4117,03-04-2013,27.8,22.1,34.9,1.0,Bangalore,0.0
4118,04-04-2013,29.8,23.5,36.1,0.0,Bangalore,0.0
4119,06-04-2013,28.3,22.8,36.0,4.1,Bangalore,0.0
4120,07-04-2013,29.9,23.3,36.8,0.0,Bangalore,0.0
4121,16-04-2013,28.2,21.4,35.9,3.0,Bangalore,0.0
4122,17-04-2013,29.3,23.2,36.5,0.0,Bangalore,0.0
4123,29-04-2013,27.1,22.5,35.4,0.0,Bangalore,0.0
4124,04-05-2013,28.4,23.1,36.0,4.1,Bangalore,0.0
4125,05-05-2013,28.3,22.8,35.8,5.3,Bangalore,10.0
4126,06-05-2013,28.3,23.9,34.6,0.0,Bangalore,0.0
4127,09-05-2013,26.9,21.9,35.3,0.0,Bangalore,0.0
4128,10-05-2013,25.4,21.1,35.3,21.1,Bangalore,20.0
4129,11-05-2013,26.3,20.5,34.0,14.2,Bangalore,10.0
4130,13-05-2013,26.1,22.1,32.1,0.0,Bangalore,0.0
4131,19-05-2013,26.2,22.4,35.7,13.0,Bangalore,10.0
4132,21-05-2013,27.3,20.9,34.0,14.5,Bangalore,10.0
4133,22-05-2013,26.2,20.9,34.2,0.0,Bangalore,0.0
4134,23-05-2013,27.0,18.9,34.2,36.3,Bangalore,40.0
4135,24-05-2013,27.5,22.4,34.0,0.0,Bangalore,0.0
4136,29-05-2013,25.9,21.3,31.6,0.5,Bangalore,0.0
4137,31-05-2013,23.7,20.9,31.3,31.0,Bangalore,30.0
4138,02-06-2013,22.3,20.0,27.6,13.2,Bangalore,10.0
4139,03-06-2013,22.3,19.2,27.6,5.1,Bangalore,10.0
4140,04-06-2013,24.1,19.7,29.9,4.6,Bangalore,0.0
4141,05-06-2013,25.0,21.2,29.9,0.0,Bangalore,0.0
4142,08-06-2013,23.0,20.1,28.8,2.0,Bangalore,0.0
4143,09-06-2013,23.8,20.1,28.4,0.0,Bangalore,0.0
4144,12-06-2013,22.7,20.1,27.9,1.5,Bangalore,0.0
4145,13-06-2013,23.7,20.0,28.3,0.0,Bangalore,0.0
4146,14-06-2013,23.7,20.5,28.3,0.0,Bangalore,0.0
4147,15-06-2013,23.4,20.0,28.6,0.0,Bangalore,0.0
4148,16-06-2013,23.3,20.6,29.2,0.5,Bangalore,0.0
4149,17-06-2013,22.9,20.5,29.2,0.0,Bangalore,0.0
4150,18-06-2013,23.1,19.7,27.7,0.5,Bangalore,0.0
4151,19-06-2013,24.3,20.2,29.2,0.0,Bangalore,0.0
4152,21-06-2013,23.4,20.0,30.2,6.4,Bangalore,10.0
4153,22-06-2013,22.6,20.4,29.2,4.8,Bangalore,0.0
4154,23-06-2013,23.9,20.4,28.9,3.8,Bangalore,0.0
4155,24-06-2013,23.3,20.5,28.9,0.3,Bangalore,0.0
4156,25-06-2013,23.4,20.6,28.4,0.0,Bangalore,0.0
4157,26-06-2013,22.4,20.9,27.8,0.0,Bangalore,0.0
4158,27-06-2013,23.5,20.6,28.5,15.2,Bangalore,20.0
4159,28-06-2013,23.3,20.1,29.8,7.4,Bangalore,10.0
4160,29-06-2013,23.6,19.6,29.8,11.9,Bangalore,10.0
4161,30-06-2013,23.4,19.8,28.5,0.0,Bangalore,0.0
4162,02-07-2013,22.6,19.8,29.2,0.0,Bangalore,0.0
4163,03-07-2013,22.2,19.9,28.1,2.5,Bangalore,0.0
4164,04-07-2013,23.4,19.9,28.3,2.5,Bangalore,0.0
4165,05-07-2013,23.2,20.5,28.3,1.3,Bangalore,0.0
4166,06-07-2013,23.6,20.4,29.6,0.0,Bangalore,0.0
4167,07-07-2013,23.3,20.6,29.6,10.4,Bangalore,10.0
4168,08-07-2013,23.8,20.5,28.7,0.0,Bangalore,0.0
4169,09-07-2013,22.6,20.4,28.8,0.0,Bangalore,0.0
4170,10-07-2013,21.3,19.5,28.8,10.9,Bangalore,10.0
4171,11-07-2013,22.1,19.5,27.4,19.6,Bangalore,20.0
4172,12-07-2013,22.9,20.2,26.9,3.8,Bangalore,0.0
4173,13-07-2013,22.2,20.2,27.3,0.0,Bangalore,0.0
4174,14-07-2013,23.1,20.9,27.4,5.8,Bangalore,10.0
4175,15-07-2013,22.9,20.2,28.3,2.5,Bangalore,0.0
4176,16-07-2013,22.2,20.9,28.3,2.8,Bangalore,0.0
4177,17-07-2013,23.0,20.2,27.0,7.9,Bangalore,10.0
4178,19-07-2013,21.4,19.7,27.0,9.9,Bangalore,10.0
4179,20-07-2013,21.3,19.7,27.0,49.3,Bangalore,50.0
4180,21-07-2013,22.5,19.9,26.0,4.6,Bangalore,0.0
4181,22-07-2013,22.6,20.1,26.0,0.3,Bangalore,0.0
4182,23-07-2013,22.4,20.4,27.3,1.0,Bangalore,0.0
